"ID","Name","LongName","Parent"
"L19887","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/support","L19041"
"L19888","descriptor","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor","L19887"
"L20513","filter","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/support/filter","L19887"
"L20550","hierarchical","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical","L19887"
"L21222","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/test/java/org/junit/platform/engine","L21221"
"L21223","test","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/test/java/org/junit/platform/engine/test","L21222"
"L21228","event","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-engine/src/test/java/org/junit/platform/engine/test/event","L21223"
"L21645","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-launcher/src/main/java/org/junit","L21644"
"L21646","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-launcher/src/main/java/org/junit/platform","L21645"
"L21647","launcher","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-launcher/src/main/java/org/junit/platform/launcher","L21646"
"L21665","core","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core","L21647"
"L22415","listeners","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-launcher/src/main/java/org/junit/platform/launcher/listeners","L21647"
"L23035","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-runner/src/main/java/org/junit","L23034"
"L23036","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-runner/src/main/java/org/junit/platform","L23035"
"L23037","runner","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-runner/src/main/java/org/junit/platform/runner","L23036"
"L23542","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-suite-api/src/main/java/org/junit","L23541"
"L23543","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-suite-api/src/main/java/org/junit/platform","L23542"
"L23544","suite","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-suite-api/src/main/java/org/junit/platform/suite","L23543"
"L23545","api","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-suite-api/src/main/java/org/junit/platform/suite/api","L23544"
"L23586","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/main/java/org/junit","L23585"
"L23597","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/test/java/org/junit","L23596"
"L23587","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/main/java/org/junit/platform","L23586"
"L23598","platform","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/test/java/org/junit/platform","L23597"
"L23588","surefire","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/main/java/org/junit/platform/surefire","L23587"
"L23589","provider","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/main/java/org/junit/platform/surefire/provider","L23588"
"L23599","surefire","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/test/java/org/junit/platform/surefire","L23598"
"L23600","provider","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-platform-surefire-provider/src/test/java/org/junit/platform/surefire/provider","L23599"
"L23969","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit","L23968"
"L23977","junit","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit","L23976"
"L23970","vintage","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage","L23969"
"L23978","vintage","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage","L23977"
"L23971","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage/engine","L23970"
"L23988","descriptor","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage/engine/descriptor","L23971"
"L24072","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery","L23971"
"L24673","execution","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage/engine/execution","L23971"
"L24915","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/main/java/org/junit/vintage/engine/support","L23971"
"L23979","engine","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine","L23978"
"L24090","discovery","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/discovery","L23979"
"L24678","execution","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/execution","L23979"
"L24919","support","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/support","L23979"
"L25102","samples","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples","L23979"
"L25105","junit3","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit3","L25102"
"L25123","junit4","C:/Users/Sokaina/Downloads/Versiones-Junit5/junit5-r5.0.0/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit4","L25102"
